Restaurant,Reviewer,Review,Rating,Total_Reviews,Total_Followers,Time,Pictures
Paradise,Murli Aadepu,"As usual the food is always good - world famous biryani.
I love to eat Paradise Biryani where ever i am.
Service n Ambiance are also very good.",5,1,,5/24/2019 22:36,0
Paradise,SAI KARTHIK BURANPUR,"We ordered tandoori chicken as starters that's very tasty and light and then butter naan with mutton masala and as main course we ordered chicken biryani, egg and mutton biryani those are very very tasty and light mutton piecs cooked with perfection",4,1,1,5/24/2019 22:20,0
Paradise,M.S. VELAN,"Very fri approach and services, especially by Shri Krishan. Very excellent service rendered. Dishes are very tasty. Like to visit again and will recommend to friends.",5,1,1,5/24/2019 22:15,0
Paradise,Moulika Reddy,"Order: drumsticks and chicken biryani

Just awesome taste and good service

5* rating

Good response from service boys and good serving

Good seating",5,1,2,5/24/2019 21:39,0
Paradise,Yash Ashwin,The food and the hospitality of the staff is amazing and the service was very fast ambience of the place is really good i really recommened everyone to try kadai chicken,5,1,1,5/24/2019 21:34,0
Paradise,Ajaygoud,Service was good and food also good ambiance good I had chicken biriyani and egg biriyani both are really good nice service with good food overall good,5,1,1,5/24/2019 21:17,0
Paradise,Laxmikanth M,"I ordered Chicken biryani and egg biriyani. Food is awesome, very nice place and great ambitious. Will definitely come again next time and service is too good....",5,1,1,5/24/2019 21:17,0
Paradise,Venu Gopal,"Friendly. Nice service chicken biryani is delicious
Curry bowl design nice... Nice temp nice as cooling nice tooth pics nice spot for selfie nice restaurant settings",5,2,,5/24/2019 20:32,0
Paradise,Milan Malkiya,Very nice and humble staff. Very tasty biryani. Many people told me that try another place but paradise is truly paradise for biryani lovers.,5,6,7,5/24/2019 20:12,0
Paradise,Kavya Rastogi,Nice restaurant with friendly and courteous staff and variety of options to choose from. The curry and raita are really good. There are some good options for veggies also that they can try.,4,4,76,5/24/2019 16:52,0
Paradise,Swèét Søñu,Food is good and the staff is very humble. Had a great time with my people 😍good service good food nise ambiance no 1 biriyani in hybd not hybd in india,5,1,1,5/24/2019 16:34,0
Paradise,Jhansi Kodali Jhanu,"Haleem is good.
Egg biryani is also tasty when compared to other places and
Service is very good and
So I am happy
Next time visiting again soon with my friends",4,1,1,5/24/2019 15:18,0
Paradise,Sai Vamsi Krishna G,"Haleem is very good a d
Chiken biryani is very good and
Nice place in paradise gachibowli so I am happy 😊
Next time visiting again with my friends",5,1,1,5/24/2019 15:14,0
Paradise,Chandrakanth Rachakonda,"I have ordered 2 special chicken biryani's and received two ordinary biryani's with bones! This is a big time disappointment. This place was known for its Biryani and now I feel like I have had a worst biryani.

It costed 400 bucks each and receiving the same 200 bucks biryani has been my worst experience.",1,2,3,5/24/2019 14:22,1
Paradise,Vijaykumar123,"Very nice taste and good maintenance.
Nizam chicken biryani too good.
Pepper chicken very tasty
Service is very fast and good receiving
Please visit for tasty food",5,1,1,5/24/2019 12:35,0
Paradise,Si Reddy,"The parans is very good and
Ege biryani is very good and
Service is very good and
Next time visit again with my friends and family lastly thank you",5,1,1,5/23/2019 22:21,0
Paradise,Arko Guha,"Very nice place to eat, great food and great service.
Value for money. Great ambience.
Highly recommended.
Prices a bit high.
But definitely worth it",5,2,2,5/23/2019 21:10,0
Paradise,Divya Mani,Good food and good service. Good options for vegetarians also. Desserts are very tasty. Ambience is also neat and the place looks very hygienic,4,25,15,5/23/2019 14:20,0
Paradise,Ksj J,"Ege biriyani is very good and
Service is very good and
Nice place in paradise gachibowli
So I am happy next time visit again with my friends and family",5,1,5,5/23/2019 13:56,0
Paradise,Arpit Nigam,The food was especially haleem. People who hate mutton smell but wanted to taste haleem can go try this restaurant. Service and ambience was cool.,5,1,1,5/22/2019 23:01,0
Paradise,Santu Jinaga,"Chicken biriyani is very good and service is very good and
Nice place so I am happy and enjoy the food
And
Next time visit again with my family and friends",5,1,7,5/22/2019 22:58,0
Paradise,Ramesh Elluri,"The chicken biriyani is very good and
Nice place in paradise gachibowli
And service is very good
So nice and enjoy the food. Next time visit again soon with my friends",5,1,1,5/22/2019 22:55,0
Paradise,Nitesh,"Awesome biryani and kebabs. Apollo fish is the best one here.
Clean and hygienic food.
Courteous staff and prompt service response.
Keep up the good work.",5,0,,5/22/2019 22:55,0
Paradise,Rohit Paradesi,Nice staff food is good and tasty....ambience is good..service is good and staff is very polite with customers......overall food is great woowwwwwww,5,1,30,5/22/2019 22:40,0
Paradise,Lenin Ramtenki,"It's very nice place to enjoy the food. Servive is very good and food is delicious. Decent ambience, good place to enjoy the nizamis food in hyderabad.",4,2,1,5/22/2019 21:59,0
Paradise,Mandeep,Awesome service by Rajesh and team very tasty food and brevage keep rocking guys now it become my favourite place .Love to come back again...,5,2,,5/22/2019 20:51,0
Paradise,Gaurab Biswas,"It's a really delicious though not much spicy, good to grab on the go and must try if ur looking for some good non veg stuff and also you can get to experience good ambience",5,1,1,5/22/2019 20:45,0
Paradise,Surendra Sethi,"Very bad dine in experience I had with this restaurant. We booked this place for office lunch with some instructions, but none of them met by the restaurant. Overall very bad experience",1,3,,5/22/2019 17:22,0
Paradise,Ganges Rahul,As always the best food and service :) and chicken 65 is very good and chicken Biryani is very good and nice place soo enjoy the food lastly so thank you,5,2,4,5/22/2019 16:34,0
Paradise,Bhuvan Vankayalapati,Very good service and excellent food chicken biryani mutton biryani both are good ambience also very nice good staff overall good food good service happy time,5,1,,5/22/2019 15:56,0
Paradise,Noor Mohammed Zubair,"Taste: there was huge hype about biryani hence I tried it, didn't find the taste up-to par, not really happy with the food taste.
Ambience: the place was well versed but not calming enough to keep you concentrated on food. The AC wasn't working properly which led to uneasy food experience.
Service: it was alright. Don't have much to talk about it!",3,45,48,5/22/2019 12:46,0
Paradise,Rama Teja,"Mutton biryani was very good.
And
Service was very good and
Nice place in paradise gachibowli
And
Next time visiting again with my family and friends",5,0,1,5/21/2019 22:09,0
Paradise,Mahender Chenna,"Tanduri chiken is very good and
Chiken biriyani is very good and
Nice place in paradise gachibowli
I am happy and enjoy the food
And service is very good",5,0,,5/21/2019 21:57,0
Paradise,Somsubhra Chakraborty,"Paradise, Gachibowli is an amazing restaurant. I've always received a very warm service and an amazing food. Saleem has been a wonderful server and provided a very good service. Really love this place.",5,3,20,5/21/2019 21:39,0
Paradise,Kiki,"Mutton biryani was nice and awesome, chicken tikka was great it was my favourite... The service was nice and polite we had nice time here will visit soon finally upto mint thats great",5,1,,5/21/2019 20:12,0
Paradise,Aijaz,Had a good time and best service...near place to come. Food is very tasty and good. Good good good food very nice restaurant. We would like to come over again and again thank you so much the tasty food,5,2,167,5/20/2019 20:51,0
Paradise,Prashant Kumar K,Taste of the biriyani is well defined with the taste of flavour .The price of the biriyani is quite more .but leaving that the service of the staffs is Good and secure,5,1,1,5/19/2019 20:02,0
Paradise,Saikrishna CS,Biryani taste is good. Service is also good. The ambience and the waiter response also is good. The table was well maintained and clean. There was no waiting for food,5,1,2,5/19/2019 17:59,0
Paradise,Amar Stark,I like the way the staff treats the customers... And the coolest thing I've seen is the food presentation.. And also the food.. That's tooo good especially the supreme chicken Biryani,5,2,1,5/19/2019 14:11,0
Paradise,Sumit Singh,The biryani was good.The service is good.suggest everyone to visit.Its a good place to come with the family and it's a place where you can visit again and again,4,1,2,5/18/2019 22:18,0
Paradise,Indira Prasanth,"Haleem is very very good and I am enjoying the food
And nice place in paradise gachibowli
And service is very good I like it
Next time visit again",5,1,3,5/18/2019 21:30,0
Paradise,Srinaja Sahoo,"We had Haleem and mutton biryani, both of the dishes were amazingly well cooked. The service provided here is tremendous. Must visit restaurant.",5,1,2,5/18/2019 21:25,0
Paradise,Vellala Pavan Kumar Pavankumar,Menu is good.service is also good.taste is good .Biryani is good.all items are good.birya is having nice flavour.staturs or good and lime shoda is good.,5,1,2,5/18/2019 20:33,0
Paradise,V Srikar,Food is delicious and service is also good. Environment is very good with pleasant pictures on the walls and veg items must be specially tried,5,2,1,5/18/2019 20:26,0
Paradise,Kranthi,Delighted with the taste.Always expect very fair and good service.Value for the money!Had an awesome Hangout here.I always recommend this place.,5,1,1,5/18/2019 17:46,0
Paradise,Chinna Ramakrishna,Good food and the service of quality are very good and the ambiance and hospitality are amazing t I really enjoyed the food Judi busy bug birth Nick,5,1,2,5/18/2019 14:05,0
